video_id,category_id,duration_seconds,upload_hour,upload_dayofweek,is_weekend,early_snapshot_age_hours,early_snapshot_count,early_views,early_likes,early_comments,early_views_per_hour,early_like_rate,early_comment_rate,early_engagement_rate,target_snapshot_age_hours,target_engagement_rate
2uX48JXIAJo,20.0,27184.0,7,0,0,5.941227222222222,33,46,2,0,7.742508118178726,4.3478260869565215,0.0,4.3478260869565215,23.94128694444445,4.3478260869565215
2zIhppiQzII,22.0,7421.0,8,4,0,5.9870133333333335,24,899,12,0,150.15834272402932,1.334816462736374,0.0,1.334816462736374,23.98711472222222,1.334816462736374
338gY3Yz73o,24.0,890.0,13,4,0,5.937305555555556,33,20,0,3,3.368531367109098,0.0,15.0,15.0,23.93736944444444,2.941176470588235
34B76b6flA4,26.0,6978.0,3,4,0,5.9403202777777775,27,1807,55,4,304.1923525167204,3.0437188710570005,0.2213613724405091,3.26508024349751,23.9404125,1.6404419149648477
35W32IRKyyQ,22.0,2335.0,17,2,0,5.922123611111111,25,468,0,37,79.02570610345529,0.0,7.905982905982905,7.905982905982905,23.92204083333333,3.841309823677582
38ctqS2-z30,23.0,2313.0,18,6,1,5.940295000000001,30,281,0,0,47.30404803128464,0.0,0.0,0.0,23.940473333333333,0.0
3KKPyt1VUho,27.0,5623.0,23,1,0,5.937663333333333,21,330,4,2,55.57741850189104,1.2121212121212122,0.6060606060606061,1.818181818181818,23.93771166666667,1.3196480938416422
3RspwTImm6E,25.0,1799.0,5,4,0,5.944237777777778,21,157,10,0,26.412133206874103,6.369426751592357,0.0,6.369426751592357,23.944299166666667,2.4498886414253898
3UQLl3bkv7o,22.0,36195.0,8,0,0,5.938724722222222,22,15,0,0,2.525794796292077,0.0,0.0,0.0,23.939075,2.1739130434782608
3Xy6HZ9VIbQ,26.0,1561.0,15,1,0,5.9428675,27,4,1,0,0.6730757500482721,25.0,0.0,25.0,23.94283888888889,11.11111111111111
3b4lJSRqh58,20.0,1373.0,21,1,0,5.945694166666667,27,519,39,0,87.29005990749889,7.514450867052023,0.0,7.514450867052023,23.94573083333333,3.6028119507908607
3eY2BDUb3IA,15.0,43.0,22,4,0,5.938705277777777,33,4207,741,27,708.4035666397357,17.6135013073449,0.6417874970287616,18.255288804373663,23.93873444444445,9.416940468897923
